2014-01-20,1,579107
2014-01-21,1,579107
2014-01-24,1.002,579107
2014-01-28,1.066,579107
2014-01-30,0.998,579107
2014-02-07,0.997,579107
2014-02-14,1.009,579107
2014-02-21,1.014,579107
2014-02-24,1.041,579107
2014-02-25,1.073,579107
2014-02-28,1.066,579107
2014-03-03,1.066,579107
2014-03-07,1.05,579107
2014-03-10,1.073,579107
2014-03-14,1.052,579107
2014-03-21,1.074,579107
2014-03-28,1.058,579107
2014-03-31,1.058,579107
2014-04-04,1.053,579107
2014-04-08,1.074,579107
2014-04-11,1.07,579107
2014-04-15,1.073,579107
2014-04-18,1.073,579107
2014-04-21,1.091,579107
2014-04-25,1.058,579107
2014-04-30,1.056,579107
2014-05-09,1.058,579107
2014-05-16,1.055,579107
2014-05-30,1.061,579107
2014-06-30,1.069,579107
2014-07-21,1.052,579107
2014-07-22,1.066,579107
2014-07-23,1.065,579107
2014-07-24,1.073,579107
2014-07-25,1.083,579107
2014-07-31,1.096,579107
2014-08-29,1.041,579107
2014-09-05,1.11,579107
2014-09-12,1.119,579107
2014-09-19,1.113,579107
2014-09-26,1.165,579107
2014-09-30,1.164,579107
2014-10-09,1.156,579107
2014-10-17,1.138,579107
2014-10-24,1.135,579107
2014-10-31,1.15,579107
2014-11-07,1.151,579107
2014-11-14,1.133,579107
2014-11-21,1.147,579107
2014-11-28,1.173,579107
2014-12-05,1.207,579107
2014-12-12,1.208,579107
2014-12-19,1.19,579107
2014-12-26,1.203,579107
2014-12-31,1.208,579107
2015-01-09,1.249,579107
2015-01-16,1.244,579107
2015-01-23,1.268,579107
2015-01-30,1.219,579107
2015-02-06,1.175,579107
2015-02-13,1.166,579107
2015-02-27,1.177,579107
2015-03-06,1.174,579107
2015-03-13,1.153,579107
2015-03-20,1.172,579107
2015-03-27,1.17,579107
2015-04-03,1.2,579107
2015-04-10,1.205,579107
2015-04-17,1.216,579107
2015-04-24,1.196,579107
2015-04-30,1.175,579107
2015-05-08,1.169,579107
2015-05-15,1.181,579107
2015-05-22,1.285,579107
2015-05-29,1.365,579107
2015-06-05,1.486,579107
2015-06-12,1.484,579107
2015-06-19,1.466,579107
2015-06-26,1.531,579107
2015-07-03,1.529,579107
2015-07-10,1.512,579107
2015-07-17,1.54,579107
2015-07-24,1.549,579107
2015-07-31,1.508,579107
2015-08-07,1.51,579107