2015-02-05,1,76E067
2015-02-13,0.996,76E067
2015-02-27,1.002,76E067
2015-03-06,0.999,76E067
2015-03-13,0.98,76E067
2015-03-20,0.99,76E067
2015-03-27,0.987,76E067
2015-04-03,1.009,76E067
2015-04-10,1.004,76E067
2015-04-17,1.007,76E067
2015-04-24,0.997,76E067
2015-04-30,0.982,76E067
2015-05-08,0.976,76E067
2015-05-15,0.985,76E067
2015-05-22,1.053,76E067
2015-05-29,1.092,76E067
2015-06-05,1.179,76E067
2015-06-12,1.183,76E067
2015-06-19,1.168,76E067
2015-06-26,1.213,76E067
2015-07-03,1.186,76E067
2015-07-10,1.185,76E067
2015-07-17,1.199,76E067
2015-07-24,1.204,76E067
2015-07-31,1.227,76E067